mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.15525205930074057,0.012465480939270763,0.0345760186513265,0.001243517963667134,0.01,l2,"{'model__C': 0.01, 'model__penalty': 'l2'}",0.8796549385461216,0.8560092029295616,0.8631151928457598,0.8662597781071476,0.009906109749767814,5
0.2895600001017253,0.01693219509668749,0.03523898124694824,0.00047069616518911553,0.1,l2,"{'model__C': 0.1, 'model__penalty': 'l2'}",0.8829637307300285,0.8608318519587663,0.867924017859439,0.8705732001827448,0.009227446007176928,4
0.3467398484547933,0.018214232408424468,0.030916690826416016,0.0021543145106417863,1.0,l2,"{'model__C': 1, 'model__penalty': 'l2'}",0.8828362866784129,0.8616394420270584,0.868870442664301,0.8711153904565908,0.008797969414813585,3
0.39560961723327637,0.006780338468550337,0.021280447642008465,0.0004758099113889866,10.0,l2,"{'model__C': 10, 'model__penalty': 'l2'}",0.8826818090400907,0.8616847788521697,0.8690189393472063,0.8711285090798223,0.008700824961680143,1
0.38796337445576984,0.024523592174331095,0.020609140396118164,0.0026178176357526243,100.0,l2,"{'model__C': 100, 'model__penalty': 'l2'}",0.8826562608152914,0.8616910219559556,0.869029047229526,0.871125443333591,0.008686444135398739,2
