mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.490000089009603,0.3048429059523865,1.0630128383636475,0.09394897645043404,8,10,50,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50, 'model__n_estimators': 200}",0.905468260283321,0.919083875058845,0.9176549293389218,0.9140690215603625,0.006109571309353654,28
3.8986716270446777,0.2410381323668924,0.6235992113749186,0.4527433036841912,8,10,50,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50, 'model__n_estimators': 400}",0.9061277996046926,0.9197066989841429,0.9178115181628178,0.9145486722505511,0.0060045121741740095,27
2.643650929133097,0.19269927164224138,0.6486601034800211,0.18793732284942624,8,10,100,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 100, 'model__n_estimators': 200}",0.9042307879257778,0.9178727129243991,0.9161227656379346,0.9127420888293706,0.0060606523950245,33
3.6813324292500815,0.34336763249370933,1.681309700012207,0.4154898813699282,8,10,100,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 100, 'model__n_estimators': 400}",0.9045957122065907,0.9177969038070001,0.9160486310808906,0.9128137490314939,0.005854696765436093,31
2.613676389058431,0.05647544174522774,1.8066422939300537,0.016227553701772385,8,20,20,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 20, 'model__n_estimators': 200}",0.9046599269883877,0.9174920322387934,0.9160786414627,0.9127435335632937,0.005745023342852724,32
4.176488955815633,0.29966679410411473,0.8670001029968262,0.26520969423777896,8,20,20,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 20, 'model__n_estimators': 400}",0.90509307947486,0.9176301237487221,0.9161928889063206,0.9129720307099675,0.005602071963238588,29
2.800678332646688,0.1628794654654387,1.175325075785319,0.04832453155384033,8,20,50,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 50, 'model__n_estimators': 200}",0.9044491479129527,0.9179137390349915,0.9155919384389015,0.9126516084622819,0.0058769583289020825,34
4.083330233891805,0.30716631621778445,0.9745115439097086,0.031572317458054146,8,20,50,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 50, 'model__n_estimators': 400}",0.904767100270044,0.9182052325236572,0.9158289016021978,0.9129337447986329,0.005855612652508127,30
1.7589693069458008,0.21966735286633657,0.9243513743082682,0.08149031823744644,8,20,100,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 100, 'model__n_estimators': 200}",0.9033701314753064,0.9169347609032464,0.9143866204803919,0.9115638376196483,0.005886474337468625,36
4.082505385080974,0.4381495491919645,1.330365816752116,0.2901528944997423,8,20,100,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 20, 'model__min_samples_split': 100, 'model__n_estimators': 400}",0.9036687599397273,0.9168546410713285,0.9144359444742568,0.9116531151617709,0.005731490180921688,35
2.133828560511271,0.16321571707368954,0.6768550872802734,0.11833404167131924,8,50,20,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 20, 'model__n_estimators': 200}",0.8988694482270553,0.9122375685310704,0.9107269881283684,0.9072780016288314,0.005977641174752625,49
4.507957140604655,0.40396284942314437,1.1289090315500896,0.3143795662520929,8,50,20,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 20, 'model__n_estimators': 400}",0.8989611623945752,0.9122796351589605,0.9105436573800878,0.9072614849778745,0.005911848044523576,52
3.444721539815267,0.2879528665625739,0.8586436907450358,0.244457873351869,8,50,50,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 50, 'model__n_estimators': 200}",0.8988694482270553,0.9122375685310704,0.9107269881283684,0.9072780016288314,0.005977641174752625,49
4.7226879596710205,0.3505337250075845,1.5347907543182373,0.6913727401637625,8,50,50,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 50, 'model__n_estimators': 400}",0.8989611623945752,0.9122796351589605,0.9105436573800878,0.9072614849778745,0.005911848044523576,52
2.9236828486124673,0.05737299895358977,0.5603112379709879,0.049030099120717555,8,50,100,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 100, 'model__n_estimators': 200}",0.8988694482270553,0.9122375685310704,0.9107269881283684,0.9072780016288314,0.005977641174752625,49
4.839468797047933,0.3384759071652352,1.2921435038248699,0.24643078016647185,8,50,100,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 50, 'model__min_samples_split': 100, 'model__n_estimators': 400}",0.8989611623945752,0.9122796351589605,0.9105436573800878,0.9072614849778745,0.005911848044523576,52
2.3586483796437583,0.4770995055961831,1.3146857420603435,0.22624742490338978,12,10,20,200,"{'model__max_depth': 12, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}",0.9154007411158775,0.9250319178681049,0.9239377959068218,0.9214568182969347,0.004305525816415597,3
4.7066123485565186,0.6152515873605241,1.5410053730010986,0.10690854430373398,12,10,20,400,"{'model__max_depth': 12, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 400}",0.9151730164730238,0.9245954951844118,0.9239489383753153,0.9212391500109169,0.004297517965951284,4
