mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
13.300668239593506,0.6146589541396903,0.10284725824991862,0.020111922185803405,0.03,4,10,300,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9261889731030738,0.9325511417967922,0.9375486925873169,0.9320962691623943,0.004648726601648818,42
15.8088538646698,0.8102248551089223,0.08726040522257487,0.006866393476264331,0.03,4,10,300,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.9261531495789695,0.9328335679204356,0.9365186827997726,0.9318351334330592,0.0042901999415007564,44
4.528131167093913,0.26950277710608517,0.05867687861124674,0.0069593555435642235,0.03,4,20,100,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.9115644281621655,0.9170805819702433,0.9184080859259629,0.9156843653527907,0.0029632165551569532,112
5.055756409962972,0.3071371394904706,0.05665032068888346,0.014417803310241131,0.03,4,20,100,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.9113237713757556,0.916950517308039,0.9182903471755477,0.9155215452864475,0.003018251742585526,115
8.98869260152181,0.5787893437609256,0.06764777501424153,0.002488374122494966,0.03,4,20,200,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9227754817855218,0.9276717102522021,0.9301454879539515,0.9268642266638918,0.0030624902764161926,63
11.065167983373007,0.5307001321610386,0.0784919261932373,0.014304965341635504,0.03,4,20,200,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9223278363795469,0.9271892075167565,0.9305070981981292,0.9266747140314774,0.0033589292573701197,65
13.043018579483032,0.11165626986126874,0.07948009173075359,0.003911078553900884,0.03,4,20,300,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9267611089714443,0.9319716479846741,0.9368379516636745,0.9318569028732643,0.00411465385271006,43
15.63266650835673,0.338667304075318,0.0833280881245931,0.0033734994441863525,0.03,4,20,300,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 20, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.9269744150174591,0.9322772627795219,0.9361718548971297,0.9318078442313703,0.0037694818755411954,45
4.564999262491862,0.18085098003589767,0.04768037796020508,0.001238571048512796,0.03,4,50,100,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.9116131095071619,0.9170261034574456,0.9179024407057254,0.9155138845567777,0.0027813697146021462,117
5.459483861923218,0.38367497517937027,0.05548755327860514,0.005205909874412449,0.03,4,50,100,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.9111100937164202,0.9158677104145228,0.9178456883995315,0.9149411641768248,0.0028267678694619473,120
